date,hash_rate
2020-09-06,123066572.0785968
2020-09-07,151762133.7678071
2020-09-08,151762133.7678071
2020-09-09,128478859.9612265
2020-09-10,128478859.9612265
2020-09-11,118993843.45402186
2020-09-12,118993843.45402186
2020-09-13,139688424.9242865
2020-09-14,139688424.9242865
2020-09-15,134514779.55672038
2020-09-16,134514779.55672038
2020-09-17,153484812.57112962
2020-09-18,153484812.57112962
2020-09-19,128478859.9612265
2020-09-20,128478859.9612265
2020-09-21,139219832.7594406
2020-09-22,139219832.7594406
2020-09-23,136339422.42648664
2020-09-24,136339422.42648664
2020-09-25,162263115.42307216
2020-09-26,162263115.42307216
2020-09-27,145940790.2029998
2020-09-28,145940790.2029998
2020-09-29,135379285.64883536
2020-09-30,135379285.64883536
2020-10-01,119056960.428763
2020-10-02,119056960.428763
2020-10-03,144980653.4253485
2020-10-04,144980653.4253485
2020-10-05,134303836.4311328
2020-10-06,134303836.4311328
2020-10-07,144856280.7221504
2020-10-08,144856280.7221504
2020-10-09,136222462.66586328
2020-10-10,136222462.66586328
2020-10-11,134303836.4311328
2020-10-12,134303836.4311328
2020-10-13,159245977.48262888
2020-10-14,159245977.48262888
2020-10-15,144856280.7221504
2020-10-16,144856280.7221504
2020-10-17,152419671.45957646
2020-10-18,152419671.45957646
2020-10-19,124259120.51977606
2020-10-20,124259120.51977606
2020-10-21,129229485.3405671
2020-10-22,129229485.3405671
2020-10-23,130223558.30472532
2020-10-24,130223558.30472532
2020-10-25,116306536.80651039
2020-10-26,116306536.80651039
2020-10-27,98413223.45166263
2020-10-28,98413223.45166263
2020-10-29,107359880.12908651
2020-10-30,107359880.12908651
2020-10-31,112330244.94987755
2020-11-01,112330244.94987755
2020-11-02,94436931.5950298
2020-11-03,94436931.5950298
2020-11-04,132689483.0919183
2020-11-05,132689483.0919183
2020-11-06,127682332.78656289
2020-11-07,127682332.78656289
2020-11-08,115164457.02317438
2020-11-09,115164457.02317438
2020-11-10,122675182.48120748
2020-11-11,122675182.48120748
2020-11-12,133524008.14281088
2020-11-13,133524008.14281088
2020-11-14,118502557.22674464
2020-11-15,118502557.22674464
2020-11-16,135534841.86269382
2020-11-17,135534841.86269382
2020-11-18,147831351.5740483
2020-11-19,147831351.5740483
2020-11-20,146956609.8487581
2020-11-21,146956609.8487581
2020-11-22,152205060.20049945
2020-11-23,152205060.20049945
2020-11-24,118964874.63947083
2020-11-25,118964874.63947083
2020-11-26,131211258.79353401
2020-11-27,131211258.79353401
2020-11-28,134710225.69469494
2020-11-29,134710225.69469494
2020-11-30,107610727.917311
2020-12-01,107610727.917311
2020-12-02,124752259.79794464
2020-12-03,124752259.79794464
2020-12-04,137132255.0450689
2020-12-05,137132255.0450689
2020-12-06,129513796.43145394
2020-12-07,129513796.43145394
2020-12-08,137132255.0450689
2020-12-09,137132255.0450689
2020-12-10,123799952.47124276
2020-12-11,123799952.47124276
2020-12-12,125704567.1246465
2020-12-13,125704567.1246465
2020-12-14,134574371.39496115
2020-12-15,134574371.39496115
2020-12-16,132718173.16882376
2020-12-17,132718173.16882376
2020-12-18,145711560.75178552
2020-12-19,145711560.75178552
2020-12-20,140142966.07337332
2020-12-21,140142966.07337332
2020-12-22,132718173.16882376
2020-12-23,132718173.16882376
2020-12-24,116940488.24665588
2020-12-25,116940488.24665588
2020-12-26,127149578.49041158
2020-12-27,127149578.49041158
2020-12-28,147938033.9968089
2020-12-29,147938033.9968089
2020-12-30,159029615.0943604
2020-12-31,159029615.0943604
2021-01-01,137764027.0294169
2021-01-02,137764027.0294169
2021-01-03,146085344.09830785
2021-01-04,146085344.09830785
2021-01-05,145160753.31287554
2021-01-06,145160753.31287554
2021-01-07,155331251.95263115
2021-01-08,155331251.95263115
2021-01-09,133808024.52210465
2021-01-10,133808024.52210465
2021-01-11,157757649.32336533
2021-01-12,157757649.32336533
2021-01-13,155708848.68280214
2021-01-14,155708848.68280214
2021-01-15,158782049.6436469
2021-01-16,158782049.6436469
2021-01-17,136245242.59745187
2021-01-18,136245242.59745187
2021-01-19,152635647.72195736
2021-01-20,152635647.72195736
2021-01-21,132147641.31632549
2021-01-22,132147641.31632549
2021-01-23,159781151.23197326
2021-01-24,159781151.23197326
2021-01-25,144920068.73582825
2021-01-26,144920068.73582825
2021-01-27,146990355.43205437
2021-01-28,146990355.43205437
2021-01-29,157341788.913185
2021-01-30,157341788.913185
2021-01-31,149060642.12828052
2021-02-01,149060642.12828052
2021-02-02,157341788.913185
2021-02-03,157341788.913185
2021-02-04,165622935.69808948
2021-02-05,165622935.69808948
2021-02-06,169021265.50315762
2021-02-07,169021265.50315762
2021-02-08,172612555.6190783
2021-02-09,172612555.6190783
2021-02-10,152367873.16992718
2021-02-11,152367873.16992718
2021-02-12,151302363.56734022
2021-02-13,151302363.56734022
2021-02-14,158760930.78544855
2021-02-15,158760930.78544855
2021-02-16,128926661.9130153
2021-02-17,128926661.9130153
2021-02-18,145974815.55440575
2021-02-19,145974815.55440575
2021-02-20,157667240.0893604
2021-02-21,157667240.0893604
2021-02-22,143628376.2457872
2021-02-23,143628376.2457872
2021-02-24,171706103.93293357
2021-02-25,171706103.93293357
2021-02-26,150107851.8658979
2021-02-27,150107851.8658979
2021-02-28,141468551.03908366
2021-03-01,141468551.03908366
2021-03-02,154427502.27930507
2021-03-03,154427502.27930507
2021-03-04,138228813.22902828
2021-03-05,138228813.22902828
2021-03-06,162254330.9888254
2021-03-07,162254330.9888254
2021-03-08,165260948.9419896
2021-03-09,165260948.9419896
2021-03-10,158863750.91842875
2021-03-11,158863750.91842875
2021-03-12,159929950.58902222
2021-03-13,159929950.58902222
2021-03-14,167393348.28317663
2021-03-15,167393348.28317663
2021-03-16,158863750.91842875
2021-03-17,158863750.91842875
2021-03-18,162062349.9302092
2021-03-19,162062349.9302092
2021-03-20,167389189.0439892
2021-03-21,167389189.0439892
2021-03-22,164128360.68598944
2021-03-23,164128360.68598944
2021-03-24,165215303.47198936
2021-03-25,165215303.47198936
2021-03-26,147824218.8959905
2021-03-27,147824218.8959905
2021-03-28,172823902.97398886
2021-03-29,172823902.97398886
2021-03-30,158693646.7559898
2021-03-31,158693646.7559898
2021-04-01,157606703.96998987
2021-04-02,157606703.96998987
2021-04-03,150672055.73110902
2021-04-04,150672055.73110902
2021-04-05,179426264.84009933
2021-04-06,179426264.84009933
2021-04-07,180576433.20445892
2021-04-08,180576433.20445892
2021-04-09,174825591.38266087
2021-04-10,174825591.38266087
2021-04-11,166774412.8321436
2021-04-12,166774412.8321436
2021-04-13,163323907.73906472
2021-04-14,163323907.73906472
2021-04-15,198514005.70963436
2021-04-16,198514005.70963436
2021-04-17,106676265.69285686
2021-04-18,106676265.69285686
2021-04-19,113709865.62864962
2021-04-20,113709865.62864962
2021-04-21,118398932.25251147
2021-04-22,118398932.25251147
2021-04-23,158255998.5553371
2021-04-24,158255998.5553371
2021-04-25,165289598.49112985
2021-04-26,165289598.49112985
2021-04-27,166461865.14709532
2021-04-28,166461865.14709532
2021-04-29,143016532.0277861
2021-04-30,143016532.0277861
2021-05-01,158954589.9843886
2021-05-02,158954589.9843886
2021-05-03,181331416.27324066
2021-05-04,181331416.27324066
2021-05-05,160841990.70564282
2021-05-06,160841990.70564282
2021-05-07,176209059.88134116
2021-05-08,176209059.88134116
2021-05-09,190551657.77865964
2021-05-10,190551657.77865964
2021-05-11,176209059.88134116
2021-05-12,176209059.88134116
2021-05-13,185896531.25400168
2021-05-14,185896531.25400168
2021-05-15,153143321.1195184
2021-05-16,153143321.1195184
2021-05-17,150653185.81676203
2021-05-18,150653185.81676203
2021-05-19,155633456.42227483
2021-05-20,155633456.42227483
2021-05-21,136957441.6516018
2021-05-22,136957441.6516018
2021-05-23,148163050.51400563
2021-05-24,148163050.51400563
2021-05-25,153143321.1195184
2021-05-26,153143321.1195184
2021-05-27,145672915.21124923
2021-05-28,145672915.21124923
2021-05-29,144427847.55987102
2021-05-30,144427847.55987102
2021-05-31,147526659.02062267
2021-06-01,147526659.02062267
2021-06-02,173683868.0668324
2021-06-03,173683868.0668324
2021-06-04,137063775.4021388
2021-06-05,137063775.4021388
2021-06-06,156943254.27725816
2021-06-07,156943254.27725816
2021-06-08,155896965.91540977
2021-06-09,155896965.91540977
2021-06-10,123462026.69810976
2021-06-11,123462026.69810976
2021-06-12,138110063.76398718
2021-06-13,138110063.76398718
2021-06-14,133766696.2189013
2021-06-15,133766696.2189013
2021-06-16,121876323.22166562
2021-06-17,121876323.22166562
2021-06-18,122867187.63810194
2021-06-19,122867187.63810194
2021-06-20,104040763.72581212
2021-06-21,104040763.72581212
2021-06-22,90168661.89570382
2021-06-23,90168661.89570382
2021-06-24,104040763.72581212
2021-06-25,104040763.72581212
2021-06-26,88186933.06283121
2021-06-27,88186933.06283121
2021-06-28,86205204.22995861
2021-06-29,86205204.22995861
2021-06-30,88186933.06283121
2021-07-01,88186933.06283121
2021-07-02,89177797.47926754
2021-07-03,89177797.47926754
2021-07-04,82108836.0775171
2021-07-05,82108836.0775171
2021-07-06,101386562.80876024
2021-07-07,101386562.80876024
2021-07-08,99244593.17195547
2021-07-09,99244593.17195547
2021-07-10,114952370.50852396
2021-07-11,114952370.50852396
2021-07-12,89962724.74580133
2021-07-13,89962724.74580133
2021-07-14,121378279.41893831
2021-07-15,121378279.41893831
2021-07-16,107098481.84023969
2021-07-17,107098481.84023969
2021-07-18,97872242.08868839
2021-07-19,97872242.08868839
2021-07-20,82919538.43624988
2021-07-21,82919538.43624988
2021-07-22,103989257.2192314
2021-07-23,103989257.2192314
2021-07-24,104668925.56706952
2021-07-25,104668925.56706952
2021-07-26,101950252.17571706
2021-07-27,101950252.17571706
2021-07-28,106707930.61058386
2021-07-29,106707930.61058386
2021-07-30,112824945.7411269
2021-07-31,112824945.7411269
2021-08-01,110975800.79118258
2021-08-02,110975800.79118258
2021-08-03,121785132.03707698
2021-08-04,121785132.03707698
2021-08-05,115299533.28954034
2021-08-06,115299533.28954034
2021-08-07,120343887.87095772
2021-08-08,120343887.87095772
