date_utc,fng_value,fng_class,fng_sma_7,fng_sma_30,fng_z180
2023-03-24 00:00:00+00:00,61.0,Greed,63.0,51.766666666666666,1.7226917038821887
2023-03-25 00:00:00+00:00,64.0,Greed,63.0,52.03333333333333,1.902762365251565
2023-03-26 00:00:00+00:00,64.0,Greed,63.142857142857146,52.4,1.8741913902093503
2023-03-27 00:00:00+00:00,64.0,Greed,62.857142857142854,52.8,1.8465583717819445
2023-03-28 00:00:00+00:00,59.0,Greed,61.57142857142857,53.06666666666667,1.4841497866201196
2023-03-29 00:00:00+00:00,57.0,Greed,60.857142857142854,53.3,1.3314953664983593
2023-03-30 00:00:00+00:00,60.0,Greed,61.285714285714285,53.53333333333333,1.5177794508332756
2023-03-31 00:00:00+00:00,63.0,Greed,61.57142857142857,53.96666666666667,1.6980648613771823
2023-04-01 00:00:00+00:00,61.0,Greed,61.142857142857146,54.3,1.5419812061186888
2023-04-02 00:00:00+00:00,63.0,Greed,61.0,54.733333333333334,1.6551994013439377
2023-04-03 00:00:00+00:00,63.0,Greed,60.857142857142854,55.166666666666664,1.6324495342400338
2023-04-04 00:00:00+00:00,62.0,Greed,61.285714285714285,55.666666666666664,1.5447831354305925
2023-04-05 00:00:00+00:00,62.0,Greed,62.0,56.13333333333333,1.525114123261015
2023-04-06 00:00:00+00:00,63.0,Greed,62.42857142857143,56.6,1.5706405503421772
2023-04-07 00:00:00+00:00,64.0,Greed,62.57142857142857,57.06666666666667,1.615399930764011
2023-04-08 00:00:00+00:00,61.0,Greed,62.57142857142857,57.63333333333333,1.4008580434249214
2023-04-09 00:00:00+00:00,61.0,Greed,62.285714285714285,58.53333333333333,1.3840270865717903
2023-04-10 00:00:00+00:00,62.0,Greed,62.142857142857146,59.5,1.4329631870624335
2023-04-11 00:00:00+00:00,68.0,Greed,63.0,60.666666666666664,1.8013035275989515
2023-04-12 00:00:00+00:00,65.0,Greed,63.42857142857143,61.2,1.5844189823948647
2023-04-13 00:00:00+00:00,61.0,Greed,63.142857142857146,61.36666666666667,1.3088378987363696
2023-04-14 00:00:00+00:00,68.0,Greed,63.714285714285715,61.96666666666667,1.7386509601618323
2023-04-15 00:00:00+00:00,68.0,Greed,64.71428571428571,62.5,1.7161292701202795
