ds,btc_close,eth_close,spx_close,btc_volume,eth_volume,btc_open,btc_high,btc_low,eth_open,eth_high,eth_low,m2,fg_fng_value,gt_bitcoin,hr_hash_rate,log_close,ret_1w,ret_4w,rv_4w,rv_8w,rsi_14,rsi_14_lag1,sma_7,sma_21,sma_50,sma_200,bb_width_20,pctb_20,eth_ret_1w,eth_ret_4w,eth_rv_4w,eth_rv_8w,eth_ret_1w_lag1,eth_ret_1w_lag2,eth_ret_1w_lag3,eth_ret_1w_lag4,eth_btc_ratio,spx_ret_1w,spx_ret_4w,spx_ret_1w_lag1,spx_ret_1w_lag2,spx_ret_1w_lag3,m2_chg_4w,m2_chg_13w,m2_chg_4w_lag1,m2_chg_4w_lag2,m2_chg_4w_lag3
2019-04-12,5089.539,164.73633,2907.41,111196842593,53654180000.0,5061.2007,5103.2744,4955.8525,165.3352,166.12752,161.02974,14718.1,42.0,6.758,47987640.0,8.534943,0.010439905,0.2507132,0.09570885,0.07617936,83.89169,83.377205,4281.4556,,,,,,-0.0047147153,0.17932843,0.07271633,0.09326345,0.149737,0.038019456,-0.0037133193,0.018802132,0.03236763,0.005058474,0.029646697,0.020373907,0.011957298,-0.007742982,0.00954112,0.011615839,0.009225245,0.011097522,0.012421757
2019-04-19,5303.8125,173.70844,2905.03,84599266604,39766753000.0,5298.1543,5336.68,5233.335,173.78789,173.9789,170.62021,14740.3,61.0,6.17,47352040.0,8.576181,0.041238632,0.27615735,0.09234043,0.07247296,85.809135,83.89169,4487.774,,,,,,0.053032048,0.23607379,0.065239474,0.067721486,-0.0047147153,0.149737,0.038019456,-0.0037133193,0.032751616,-0.0008188929,0.036570784,0.005058474,0.020373907,0.011957298,0.010356977,0.016446235,0.00954112,0.009225245,0.011097522
2019-04-26,5279.348,156.34709,2939.88,106560856348,47017763000.0,5210.3047,5383.6343,5177.3687,154.57944,158.029,152.08568,14606.6,41.0,7.345,47687440.0,8.571558,-0.0046232687,0.25321218,0.097129755,0.06865813,84.57135,85.809135,4684.662,,,,,,-0.10529975,0.09275458,0.106759824,0.0716469,0.053032048,-0.0047147153,0.149737,0.038019456,0.029614847,0.011924997,0.036538485,-0.0008188929,0.005058474,0.020373907,0.003869336,0.013615167,0.010356977,0.00954112,0.009225245
2019-05-03,5768.2896,167.95241,2945.64,100590491126,42705340000.0,5505.5522,5865.882,5490.2017,162.07516,170.06874,161.08063,14492.3,63.0,8.227,58109200.0,8.6601305,0.088572964,0.13562824,0.04113963,0.0695624,88.22663,84.57135,4942.859,,,,,,0.07160217,0.014619753,0.07957408,0.07306759,-0.10529975,0.053032048,-0.0047147153,0.149737,0.0291165,0.0019573502,0.018121928,0.011924997,-0.0008188929,0.005058474,-0.012133358,0.010585405,0.003869336,0.010356977,0.00954112
2019-05-10,6378.849,173.14275,2881.4,117665318405,49548157000.0,6175.8228,6434.6177,6161.519,170.31297,175.88527,168.99142,14569.8,71.0,10.283,41645836.0,8.760743,0.1006121,0.22580042,0.04810927,0.07020545,91.07133,88.22663,5279.2705,,,,,,0.030435722,0.04977019,0.080279455,0.07299269,0.07160217,-0.10529975,0.053032048,-0.0047147153,0.027143259,-0.022049822,-0.008986367,0.0019573502,0.011924997,-0.0008188929,-0.010076029,0.011426429,-0.012133358,0.003869336,0.010356977
2019-05-17,7343.8955,243.76459,2859.53,208927975823,94181605000.0,7886.926,7929.1455,7038.1245,263.84836,266.9796,227.76743,14567.9,65.0,13.515,48642336.0,8.901625,0.14088173,0.32544354,0.061532184,0.07294081,93.67336,91.07133,5742.9165,,,,4292.8965,1.1667966,0.34208658,0.33882472,0.18749571,0.13068621,0.030435722,0.07160217,-0.10529975,0.053032048,0.033192817,-0.0076189674,-0.015786441,-0.022049822,0.0019573502,0.011924997,-0.011695827,0.010964684,-0.010076029,-0.012133358,0.003869336
2019-05-24,7987.3716,249.48499,2826.06,171323065984,75781340000.0,7881.6953,8140.7197,7824.4487,245.98709,255.25934,243.2401,14593.3,64.0,9.696,50993230.0,8.985617,0.08399232,0.4140591,0.025878556,0.06922596,94.768196,93.67336,6164.444,4648.3574,,,5266.337,1.1265231,0.02319578,0.46732026,0.15167665,0.13133807,0.34208658,0.030435722,0.07160217,-0.10529975,0.03123493,-0.011773749,-0.039485186,-0.0076189674,-0.022049822,0.0019573502,-0.0009105473,0.012706278,-0.011695827,-0.010076029,-0.012133358
2019-05-31,8574.502,268.11356,2752.06,179196741503,75705190000.0,8320.286,8586.659,8172.551,256.01526,268.65994,249.11185,14582.6,61.0,10.577,53664060.0,9.056548,0.07093117,0.39641732,0.03038489,0.04832701,95.52854,94.768196,6662.2954,4872.9663,,,6213.3975,1.0861939,0.07201187,0.46772996,0.15163606,0.12741394,0.02319578,0.34208658,0.030435722,0.07160217,0.031268705,-0.026533794,-0.06797633,-0.011773749,-0.0076189674,-0.022049822,0.006230895,0.013342042,-0.0009105473,-0.011695827,-0.010076029
2019-06-07,8043.951,250.93036,2873.34,149745720322,63388844000.0,7826.9014,8126.1533,7788.3735,249.33528,254.3523,246.5979,14714.4,27.0,9.696,58589990.0,8.992676,-0.06387251,0.23193271,0.086727746,0.064932175,83.69212,95.52854,7053.7437,5080.423,,,6677.0107,0.9331878,-0.06623516,0.37105906,0.17579617,0.13360418,0.07201187,0.02319578,0.34208658,0.030435722,0.031194914,0.043125402,-0.0028011065,-0.026533794,-0.011773749,-0.0076189674,0.009924639,0.01225905,0.006230895,-0.0009105473,-0.011695827
2019-06-14,8693.833,264.08746,2886.98,126465007342,56080417000.0,8230.898,8710.637,8183.393,256.17966,265.3714,254.14743,14755.9,67.0,9.108,55994230.0,9.070369,0.07769352,0.1687445,0.07090662,0.06492985,85.98315,83.69212,7541.5273,5320.232,,,7213.083,0.95577985,0.051104903,0.080077395,0.060880933,0.13360505,-0.06623516,0.07201187,0.02319578,0.34208658,0.030376414,0.0047358195,0.00955368,0.043125402,-0.026533794,-0.011773749,0.012905085,0.012133891,0.009924639,0.006230895,-0.0009105473
2019-06-21,10144.557,294.91028,2950.46,127148388365,51275825000.0,9525.074,10144.557,9525.074,271.7431,295.3033,271.7431,14796.6,84.0,13.515,48986990.0,9.224692,0.15432334,0.23907553,0.090689264,0.066019624,89.5219,85.98315,8166.7085,5631.8887,,,8122.2236,1.0423971,0.11039082,0.16727243,0.07610439,0.11810809,0.051104903,-0.06623516,0.07201187,0.02319578,0.02907079,0.021750111,0.04307754,0.0047358195,0.043125402,-0.026533794,0.013931051,0.014215996,0.012905085,0.009924639,0.006230895
2019-06-28,12407.332,311.2261,2941.76,215315834423,78612100000.0,11162.168,12445.175,10914.495,294.14304,313.03156,292.93982,14676.2,62.0,19.392,55539972.0,9.426043,0.20135032,0.36949468,0.11596271,0.0785606,92.64216,89.5219,9027.92,6056.6216,,,9827.616,1.1340519,0.053848505,0.14910907,0.074220896,0.11844023,0.11039082,0.051104903,-0.06623516,0.07201187,0.025084047,-0.002953032,0.0666583,0.021750111,0.0047358195,0.043125402,0.0064186086,0.008652743,0.013931051,0.012905085,0.009924639
2019-07-05,10978.46,287.99753,2990.41,198130187706,69196840000.0,11203.103,11395.661,10874.965,284.38092,293.92114,282.6947,14795.4,67.0,12.046,74548540.0,9.303691,-0.12235242,0.31101477,0.14280698,0.10988848,77.040695,92.64216,9547.144,6404.7964,,,10403.133,0.9262624,-0.07756778,0.13777645,0.07951662,0.13010114,0.053848505,0.11039082,0.051104903,-0.06623516,0.026232962,0.016402427,0.039935324,-0.002953032,0.021750111,0.0047358195,0.0055048116,0.008527433,0.0064186086,0.013931051,0.012905085
2019-07-12,11815.986,276.2767,3013.77,177869136295,64973615000.0,11354.3,11905.487,11179.145,268.69226,278.8556,268.00003,14871.6,33.0,12.046,58125056.0,9.377209,0.073518224,0.30683947,0.14282282,0.1060068,79.246826,77.040695,10094.089,6795.043,,,11119.155,0.93901426,-0.041548986,0.04512256,0.08625516,0.069273844,-0.07756778,0.053848505,0.11039082,0.051104903,0.023381604,0.0077813207,0.042980827,0.016402427,-0.002953032,0.021750111,0.007840931,0.010429336,0.0055048116,0.0064186086,0.013931051
2019-07-19,10530.732,221.33342,2976.61,163548235169,60377460000.0,10653.956,10716.98,10229.629,226.6577,226.94048,215.83824,14827.8,42.0,11.165,53168656.0,9.2620535,-0.11515551,0.03736061,0.15687451,0.12164854,68.38704,79.246826,10373.55,7105.767,,,11166.477,0.79218316,-0.22173266,-0.28700092,0.11433245,0.10848759,-0.041548986,-0.07756778,0.053848505,0.11039082,0.021017857,-0.012406688,0.008824028,0.0077813207,0.016402427,-0.002953032,0.0021085925,0.005936107,0.007840931,0.0055048116,0.0064186086
2019-07-26,9870.304,219.62961,3025.86,119239928425,47606380000.0,9913.127,9916.518,9717.982,219.62813,220.23639,214.12569,14795.5,24.0,9.108,67211660.0,9.197286,-0.06476726,-0.22875696,0.0908262,0.1252588,63.566566,68.38704,10634.458,7391.9917,,,10924.558,0.7108798,-0.007727723,-0.34857714,0.09414822,0.10287255,-0.22173266,-0.041548986,-0.07756778,0.053848505,0.022251556,0.016410278,0.028187338,-0.012406688,0.0077813207,0.016402427,0.008128807,0.01293251,0.0021085925,0.007840931,0.0055048116
2019-08-02,10518.175,217.87157,2932.05,109463705672,40866415000.0,10402.043,10657.953,10371.014,217.88446,222.18257,215.97583,14807.7,61.0,9.696,75725144.0,9.26086,0.06357407,-0.042830475,0.09388569,0.1214648,66.09162,63.566566,10895.078,7707.0894,,,10673.532,0.7458208,-0.008036782,-0.27904615,0.10254968,0.10158432,-0.007727723,-0.22173266,-0.041548986,-0.07756778,0.02071382,-0.03149353,-0.019708619,0.016410278,-0.012406688,0.0077813207,0.00083133945,0.021763282,0.008128807,0.0021085925,0.007840931
2019-08-09,11862.937,210.4889,2918.65,139411246671,47047830000.0,11953.47,11970.458,11709.745,220.90865,221.36433,208.24597,14941.8,60.0,9.99,70485160.0,9.381174,0.12031427,0.003965574,0.1094971,0.12457384,70.6401,66.09162,11140.561,8083.376,,,10582.276,0.83797926,-0.034472793,-0.27196994,0.10325719,0.09774198,-0.008036782,-0.007727723,-0.22173266,-0.041548986,0.017743407,-0.004580707,-0.032070648,-0.03149353,0.016410278,-0.012406688,0.0047204066,0.025532266,0.00083133945,0.008128807,0.0021085925
2019-08-16,10374.339,185.44008,2888.68,127346589209,47421600000.0,10319.42,10524.35,9855.479,188.64426,188.9056,180.38484,14924.9,31.0,10.283,72967030.0,9.24709,-0.13408363,-0.014962539,0.116382174,0.12806554,60.901356,70.6401,10850.133,8385.774,,,9961.311,0.6781085,-0.12670115,-0.17693844,0.056388706,0.08474247,-0.034472793,-0.008036782,-0.007727723,-0.22173266,0.017874882,-0.01032152,-0.029985478,-0.004580707,-0.03149353,0.016410278,0.0065485104,0.024505934,0.0047204066,0.00083133945,0.008128807
2019-08-23,10407.965,194.7062,2847.11,110066813842,46038254000.0,10136.31,10442.443,10078.192,191.10687,195.9065,189.56232,14911.9,33.0,8.814,71377576.0,9.250327,0.003236023,0.05304074,0.10924398,0.10034027,61.032047,60.901356,10768.634,8686.231,,,9490.619,0.6621871,0.04875999,-0.120450735,0.0731587,0.08379691,-0.12670115,-0.034472793,-0.008036782,-0.007727723,0.018707424,-0.014495145,-0.0608909,-0.01032152,-0.004580707,-0.03149353,0.007867257,0.021831937,0.0065485104,0.0047204066,0.00083133945
2019-08-30,9598.174,168.83487,2926.46,111051083653,44928760000.0,9514.845,9656.124,9428.303,169.48929,170.77351,167.07141,14850.0,24.0,8.521,80995830.0,9.169328,-0.08099851,-0.09153184,0.110951416,0.09537198,56.163322,61.032047,10451.804,8903.445,,,8811.186,0.55720377,-0.14257066,-0.25498462,0.08886544,0.08889229,0.04875999,-0.12670115,-0.034472793,-0.008036782,0.017590312,0.027489007,-0.0019083656,-0.014495145,-0.01032152,-0.004580707,0.002856622,0.018336922,0.007867257,0.0065485104,0.0047204066
2019-09-06,10353.303,169.95618,2978.71,110363661621,43176395000.0,10578.198,10898.762,10292.3,174.17223,177.7187,168.34134,14964.8,43.0,8.227,88354010.0,9.245061,0.07573272,-0.13611339,0.0924723,0.09567429,59.41464,56.163322,10426.456,9154.101,,,8111.7437,0.6241025,0.006619487,-0.21389233,0.0955047,0.09240533,-0.14257066,0.04875999,-0.12670115,-0.034472793,0.016415648,0.01769682,0.02036916,0.027489007,-0.014495145,-0.01032152,0.0015393058,0.017017344,0.002856622,0.007867257,0.0065485104
2019-09-13,10360.547,181.10973,3007.39,106342179002,45739410000.0,10415.362,10441.489,10226.597,180.97559,181.49829,178.58205,15016.0,38.0,7.051,81711976.0,9.24576,0.00069944904,-0.0013303178,0.06404874,0.08698472,59.445713,59.41464,10496.491,9394.897,,,7186.679,0.6057334,0.063562445,-0.023628736,0.094248526,0.074761905,0.006619487,-0.14257066,0.04875999,-0.12670115,0.01748071,0.009582249,0.04027293,0.01769682,0.027489007,-0.014495145,0.0061038933,0.017626848,0.0015393058,0.002856622,0.007867257
2019-09-20,10181.642,218.05005,2992.07,106818067599,59040862000.0,10266.318,10285.872,10132.187,221.06963,221.59856,215.15964,15021.7,41.0,7.051,87480536.0,9.228341,-0.017418766,-0.021985108,0.064496174,0.083653726,58.259327,59.445713,10448.415,9628.34,,,6224.4937,0.55788404,0.18562154,0.11323283,0.13621104,0.10592648,0.063562445,0.006619487,-0.14257066,0.04875999,0.021416001,-0.0051070787,0.049660996,0.009582249,0.01769682,0.027489007,0.0073632468,0.015212954,0.0061038933,0.0015393058,0.002856622
2019-09-27,8251.846,174.711,2961.79,124184605399,60332810000.0,8113.101,8271.5205,7965.923,166.6517,175.61078,163.2095,14952.9,24.0,9.696,83726820.0,9.018192,-0.21014936,-0.15113595,0.12178065,0.10814429,47.294758,58.259327,9932.545,9746.6045,,,5539.982,0.19979201,-0.22159144,0.034212038,0.1706356,0.13174382,0.18562154,0.063562445,0.006619487,-0.14257066,0.021172354,-0.01017165,0.01200034,-0.0051070787,0.009582249,0.01769682,0.006929293,0.018853655,0.0073632468,0.0061038933,0.0015393058
2019-10-04,8205.939,176.985,2952.01,99530591522,47587630000.0,8259.494,8260.056,8151.237,175.23843,178.55208,173.56409,15032.8,30.0,7.051,93241224.0,9.012613,-0.0055786814,-0.23244736,0.101636335,0.09087137,47.06783,47.294758,9622.773,9833.609,,,5249.096,0.16619869,0.012931814,0.040524367,0.17064095,0.13245453,-0.22159144,0.18562154,0.063562445,0.006619487,0.021567915,-0.003307531,-0.00900401,-0.01017165,-0.0051070787,0.009582249,0.0045439964,0.016045528,0.006929293,0.0073632468,0.0061038933
2019-10-11,8321.757,182.56969,2970.27,115571318246,53593260000.0,8585.263,8721.78,8316.182,191.80107,195.3188,181.66183,15133.5,39.0,7.051,100875176.0,9.0266285,0.014015175,-0.21913163,0.10438558,0.08529398,47.749012,47.06783,9324.744,9880.174,,,5150.9805,0.17907915,0.03106696,0.008028878,0.16800238,0.12617902,0.012931814,-0.22159144,0.18562154,0.063562445,0.02193884,0.0061665666,-0.012419693,-0.003307531,-0.01017165,-0.0051070787,0.007824986,0.017610747,0.0045439964,0.006929293,0.0073632468
2019-10-18,7973.2075,173.62134,2986.2,104749020005,51230230000.0,8100.9336,8138.4136,7902.164,177.98856,178.1798,171.00505,15145.4,40.0,6.758,96995360.0,8.983842,-0.04278653,-0.2444994,0.10210452,0.08446837,45.837234,47.749012,9092.605,9879.499,,,5314.1274,0.12899992,-0.05025524,-0.2278479,0.11515508,0.12534776,0.03106696,0.012931814,-0.22159144,0.18562154,0.021775596,0.0053487956,-0.0019638187,0.0061665666,-0.003307531,-0.01017165,0.008234753,0.021419225,0.007824986,0.0045439964,0.006929293
2019-10-25,8660.7,181.52321,3022.55,128890855100,54443753000.0,7490.703,8691.54,7479.9844,162.18971,183.00012,161.96602,15136.5,24.0,8.814,93923790.0,9.066551,0.08270871,0.048358675,0.052644484,0.090853624,50.082584,45.837234,8850.806,9883.6045,,,5154.593,0.24490973,0.044506807,0.038250346,0.041924775,0.11503081,-0.05025524,0.03106696,0.012931814,-0.22159144,0.020959415,0.012099203,0.020307034,0.0053487956,0.0061665666,-0.003307531,0.012278555,0.023047548,0.008234753,0.007824986,0.0045439964
2019-11-01,9261.1045,183.9699,3066.91,215079296934,74915680000.0,9193.992,9275.657,9132.048,183.8037,185.05971,181.0945,15097.6,49.0,7.051,89840140.0,9.133578,0.06702774,0.1209651,0.056869507,0.089685805,53.50975,50.082584,8693.742,9941.563,,,5059.908,0.3531899,0.01338861,0.03870714,0.04193763,0.11503521,0.044506807,-0.05025524,0.03106696,0.012931814,0.01986479,0.0145696495,0.038184214,0.012099203,0.0053487956,0.0061665666,0.0043105744,0.019577652,0.012278555,0.008234753,0.007824986
2019-11-08,8804.881,184.21147,3093.08,164911079354,65838820000.0,9265.368,9272.76,8775.534,187.92427,188.81598,182.54137,15239.6,42.0,7.345,80936300.0,9.083061,-0.050517105,0.05643282,0.07052174,0.09031767,50.663353,53.50975,8497.0625,9946.852,,,5169.256,0.2809964,0.0013122727,0.008952454,0.039443567,0.11297401,0.01338861,0.044506807,-0.05025524,0.03106696,0.020921517,0.008496872,0.040514518,0.0145696495,0.012099203,0.0053487956,0.007010936,0.019930664,0.0043105744,0.012278555,0.008234753
2019-11-15,8491.992,180.52118,3120.46,137169182210,55731330000.0,8705.708,8730.873,8484.844,186.05817,186.25183,179.37956,15242.9,38.0,6.17,106861220.0,9.046879,-0.036182586,0.06303676,0.068802126,0.090474546,48.74814,50.663353,8531.369,9868.158,,,4763.9155,0.2377772,-0.020236293,0.038971398,0.027028676,0.08524988,0.0013122727,0.01338861,0.044506807,-0.05025524,0.021257812,0.008813031,0.043978754,0.008496872,0.0145696495,0.012099203,0.0064375983,0.021306675,0.007010936,0.0043105744,0.012278555
2019-11-22,7296.5776,150.26817,3110.29,155347972787,57251484000.0,7643.5693,7697.383,6936.7065,161.50589,163.02809,142.3441,15302.1,20.0,9.696,85127200.0,8.895161,-0.1517182,-0.17139015,0.089496076,0.07404551,42.186523,48.74814,8401.46,9624.789,,,5086.0166,0.055540632,-0.18342659,-0.188962,0.09184977,0.07273767,-0.020236293,0.0013122727,0.01338861,0.044506807,0.020594336,-0.0032644323,0.02861512,0.008813031,0.008496872,0.0145696495,0.010940442,0.02616702,0.0064375983,0.007010936,0.0043105744
2019-11-29,7761.2437,155.30415,3140.98,178008403482,58311760000.0,7466.727,7781.1797,7460.7563,151.7686,156.8484,151.46043,15252.2,31.0,6.758,105119200.0,8.956898,0.061737165,-0.17668073,0.0873442,0.07897882,45.270298,42.186523,8321.387,9471.588,,,4857.399,0.17202106,0.032963954,-0.16938666,0.096557766,0.07431533,-0.18342659,-0.020236293,0.0013122727,0.01338861,0.020010214,0.009818865,0.023864336,-0.0032644323,0.008813031,0.008496872,0.010240038,0.027084175,0.010940442,0.0064375983,0.007010936
2019-12-06,7546.9966,149.19444,3145.91,126343222196,47614288000.0,7450.5615,7546.9966,7392.1753,149.39648,149.67052,147.60652,15347.4,29.0,6.464,92816136.0,8.928905,-0.027992906,-0.15415654,0.087524496,0.078780934,44.10222,45.270298,8260.499,9268.303,,,4980.4575,0.16706175,-0.040135033,-0.21083397,0.092447326,0.07205669,0.032963954,-0.18342659,-0.020236293,0.0013122727,0.019768717,0.0015683216,0.016935784,0.009818865,-0.0032644323,0.008813031,0.0070736767,0.025566664,0.010240038,0.010940442,0.0064375983
2019-12-13,7269.6846,144.94475,3168.8,119387788970,48149053000.0,7244.662,7293.5605,7227.1226,145.65569,145.8571,143.74652,15357.6,22.0,6.15,85134800.0,8.891468,-0.037436776,-0.15541072,0.08751549,0.07850659,42.571087,44.10222,8061.7827,9113.015,7403.5635,,5225.1606,0.15446691,-0.028897818,-0.21949549,0.09153009,0.07138984,-0.040135033,0.032963954,-0.18342659,-0.020236293,0.019938244,0.007249814,0.015372569,0.0015683216,0.009818865,-0.0032644323,0.007524815,0.022749068,0.0070736767,0.010240038,0.010940442
2019-12-20,7218.8164,129.06606,3221.22,156970172075,61935480000.0,7208.6367,7257.922,7086.124,129.38437,129.7563,126.98535,15448.8,23.0,6.952,100413780.0,8.884446,-0.007021896,-0.0107144145,0.044785414,0.06894401,42.281113,42.571087,7770.0273,8986.754,7470.7856,,5290.775,0.18031788,-0.116028294,-0.1520972,0.061132923,0.07239842,-0.028897818,-0.040135033,0.032963954,-0.18342659,0.017879115,0.016407179,0.03504418,0.007249814,0.0015683216,0.009818865,0.009586919,0.028432202,0.007524815,0.0070736767,0.010240038
